agency,series,code,description,screenTitle,type,charLimit,tsj,constraints
Federal,s14,c145,Certain excludable military retirement benefits not included in Bailey decision,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c146,Investment in contract (plus death benefit exlusion),"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c147,Expected return,"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c148,Investment previously recovered tax free,"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c149,Cost in plan at annuity starting date (plus death benefit exclusion),"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c150,Annuity starting date,"Pensions, IRAs (1099-R)",DATE,,N,
Federal,s14,c151,Age at annuity starting date,"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c152,Exclusion amount [Override],"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c153,Amount recovered tax free after 1986,"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c154,Exclusion amount [Override],"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c156,Combined ages at annuity starting date,"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c157,,"Pensions, IRAs (1099-R)",STRING,17,N,maxLength=17; src:STRING; source:maxLength=1
Federal,s14,c158,Taxable distribution (Click on button to expand),"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c159,,"Pensions, IRAs (1099-R)",STRING,9,N,maxLength=9; src:STRING; source:maxLength=1
Federal,s14,c160,West Virginia amount of federal retirement (1=all),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c161,Not eligible for Rhode Island retirement income exclusion,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c163,Distribution for home not purchased or constructed,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c164,New Jersey basis in amount converted {NJ},"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c166,Annuity starting date,"Pensions, IRAs (1099-R)",DATE,,N,
Federal,s14,c167,"Initial monthly annuity, if different","Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c168,Annuity ending date (final year only),"Pensions, IRAs (1099-R)",DATE,,N,
Federal,s14,c170,Last distribution made,"Pensions, IRAs (1099-R)",DATE,,N,src:STRING; source:maxLength=1
Federal,s14,c172,Received as a beneficiary,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c173,1=Excluded from home distributions (if applicable),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1; src:STRING; source:maxLength=1
Federal,s14,c174,Military pension,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c175,Idaho qualified retirement benefits,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c176,West Virginia amount of military retirement (1=all),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c177,Public employees retirement system (MainePERS),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c178,Distribution not eligible for Maine pension deduction,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c179,Declaration date,"Pensions, IRAs (1099-R)",DATE,,N,src:STRING; source:maxLength=1
Federal,s14,c183,Suppress itemized deduction of amounts that do not reduce AGI,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c184,Qualified HSA funding distribution (traditional and Roth IRAs only),"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c185,"Health insurance premiums of retired public safety officer ($3,000 max)","Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c188,Lump-sum distribution treatment (Click on arrow to select from list) [Override],"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=4
Federal,s14,c191,Qualifying SC military retirement income (1=maximum deduction),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c192,Disaster FEMA number,"Pensions, IRAs (1099-R)",STRING,60,N,maxLength=60; src:STRING; source:maxLength=1
Federal,s14,c193,Beginning date,"Pensions, IRAs (1099-R)",DATE,,N,src:STRING; source:maxLength=1
Federal,s14,c194,"1=IRA, 2=SEP, 3=SIMPLE","Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=3
Federal,s14,c195,Earliest distribution made,"Pensions, IRAs (1099-R)",DATE,,N,src:STRING; source:maxLength=1
Federal,s14,c196,(7) Distribution code #2 (Click on arrow to select from list),"Pensions, IRAs (1099-R)",STRING,1,N,maxLength=1
Federal,s14,c197,Ending date,"Pensions, IRAs (1099-R)",DATE,,N,src:STRING; source:maxLength=1
Federal,s14,c198,State ID verified?,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c207,Qualified public pension plan payments [Override],"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c217,"1=Working military retirement, 2=Military survivor benefit","Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=2
Federal,s14,c245,Indiana withholding locality code,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=99
Federal,s14,c299,IRA Distribution reported as employer matching/nonelective contributions to a Roth SEP or Roth SIMPLE IRA,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c360,Compensation not reported on 1099,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c361,Employee performed services while residing in the U.S.,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c362,Country code if work not performed while residing in the U.S.,"Pensions, IRAs (1099-R)",STRING,60,N,maxLength=60
Federal,s14,c364,Taxable rollover type (designated Roth) (Click on arrow to select from list),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=2
Federal,s14,c365,(10) Amount allocable to IRR within 5 years,"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c366,Basis in amount rolled over [Override],"Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c367,"State basis in amount rolled over, if different [Override]","Pensions, IRAs (1099-R)",NUMBER,,N,src:STRING; source:maxLength=1
Federal,s14,c391,GA Military retirement income exclusion,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c450,Type of pension (MO-A) (Click on arrow to select from list),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=2
Federal,s14,c459,Military Retirement Benefit,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c495,2024,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c500,Multiple recipient percentage (.xxxx) [Override],"Pensions, IRAs (1099-R)",NUMBER,,N,"formattedNumber; minOr=[0, -1]; max=1.0"
Federal,s14,c501,(8) Other distribution percentage (.xxxx or 1=100%),"Pensions, IRAs (1099-R)",NUMBER,,N,"formattedNumber; minOr=[0, -1]; max=1.0"
Federal,s14,c502,(9a) Total distribution percentage (.xxxx or 1=100%),"Pensions, IRAs (1099-R)",NUMBER,,N,"formattedNumber; minOr=[0, -1]; max=1.0"
Federal,s14,c503,Employee portion of cost of annuity [Override],"Pensions, IRAs (1099-R)",NUMBER,,N,"formattedNumber; minOr=[0, -1]; max=1.0"
Federal,s14,c504,Percentage of deductible federal pension (.xxx) (1=all),"Pensions, IRAs (1099-R)",NUMBER,,N,"formattedNumber; minOr=[0, -1]; max=1.0"
Federal,s14,c505,Exclusion percentage (.xxx) [Override],"Pensions, IRAs (1099-R)",NUMBER,,N,
Federal,s14,c506,"Number of months of disaster recovery payments, if simplified method","Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=12; src:STRING; source:maxLength=1
Federal,s14,c507,U.S. Military Pension claimed,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c520,State Benefit Exclusion Verified (This checkbox will turn off Form 8915 diagnostic with reference # 56830),Disaster Carryovers,NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c521,2023 total qualified disaster distributions exclusion,Disaster Carryovers,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c522,1/3 of 2023 total qualified disaster distributions exclusion applied this year,Disaster Carryovers,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c523,2024 total qualified disaster distributions exclusion,Disaster Carryovers,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c525,2021 total qualified disaster distributions exclusion,Disaster Carryovers,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c526,1/3 of 2024 total qualified disaster distributions exclusion applied this year,Disaster Carryovers,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c527,1/3 of 2021 total qualified disaster distributions exclusion applied in this year,Disaster Carryovers,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c529,2022 total qualified disaster distributions exclusion,Disaster Carryovers,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c531,1/3 of 2022 total qualified disaster distributions exclusion applied this year,Disaster Carryovers,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c532,2023 total qualified disaster distributions exclusion,Disaster Carryovers,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c533,1/3 of 2023 total qualified disaster distributions exclusion applied this year,Disaster Carryovers,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c541,2023 total qualified disaster distributions exclusion,Disaster Carryovers,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c542,1/3 of 2023 total qualified disaster distributions exclusion applied this year,Disaster Carryovers,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c543,2024 total qualified disaster distributions exclusion,Disaster Carryovers,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c545,2021 total qualified disaster distributions exclusion,Disaster Carryovers,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c546,1/3 of 2024 total qualified disaster distributions exclusion applied this year,Disaster Carryovers,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c547,1/3 of 2021 total qualified disaster distributions exclusion applied in this year,Disaster Carryovers,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c549,2022 total qualified disaster distributions exclusion,Disaster Carryovers,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c551,1/3 of 2022 total qualified disaster distributions exclusion applied this year,Disaster Carryovers,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c552,2023 total qualified disaster distributions exclusion,Disaster Carryovers,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c553,1/3 of 2023 total qualified disaster distributions exclusion applied this year,Disaster Carryovers,NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c800,Name of payer,"Pensions, IRAs (1099-R)",STRING,35,N,maxLength=35
Federal,s14,c802,Account number,"Pensions, IRAs (1099-R)",STRING,30,N,maxLength=30
Federal,s14,c803,Street address,"Pensions, IRAs (1099-R)",STRING,35,N,maxLength=35
Federal,s14,c804,City / State / ZIP code,"Pensions, IRAs (1099-R)",STRING,22,N,maxLength=22
Federal,s14,c805,Payer Information,"Pensions, IRAs (1099-R)",SSN,9,N,
Federal,s14,c806,(15) State Identification Number,"Pensions, IRAs (1099-R)",STRING,16,N,maxLength=16; src:STRING; source:maxLength=1
Federal,s14,c807,Name,"Pensions, IRAs (1099-R)",STRING,35,N,maxLength=35
Federal,s14,c808,Street address,"Pensions, IRAs (1099-R)",STRING,35,N,maxLength=35
Federal,s14,c809,City / State / ZIP code,"Pensions, IRAs (1099-R)",STRING,22,N,maxLength=22
Federal,s14,c810,(7) Distribution code #1 (Click on arrow to select from list),"Pensions, IRAs (1099-R)",STRING,1,N,maxLength=1
Federal,s14,c811,(18) Name of Locality,"Pensions, IRAs (1099-R)",STRING,9,N,maxLength=9; src:STRING; source:maxLength=1
Federal,s14,c812,Phone number,"Pensions, IRAs (1099-R)",STRING,14,N,
Federal,s14,c819,City / State / ZIP code,"Pensions, IRAs (1099-R)",STRING,2,N,maxLength=2
Federal,s14,c820,City / State / ZIP code,"Pensions, IRAs (1099-R)",STRING,12,N,maxLength=12
Federal,s14,c821,City / State / ZIP code,"Pensions, IRAs (1099-R)",STRING,2,N,maxLength=2
Federal,s14,c822,City / State / ZIP code,"Pensions, IRAs (1099-R)",STRING,12,N,maxLength=12
Federal,s14,c824,(15) St,"Pensions, IRAs (1099-R)",STRING,2,N,maxLength=2; src:STRING; source:maxLength=1
Federal,s14,c825,Explain how substitute amounts were determined,"Pensions, IRAs (1099-R)",STRING,,N,
Federal,s14,c826,Explain efforts to obtain Form 1099-R,"Pensions, IRAs (1099-R)",STRING,,N,
Federal,s14,c830,Name control [Override],"Pensions, IRAs (1099-R)",STRING,4,N,maxLength=4
Federal,s14,c831,Name of in care of addressee,"Pensions, IRAs (1099-R)",STRING,35,N,maxLength=35
Federal,s14,c833,Explain rollovers made in 2025 or from a conduit IRA,"Pensions, IRAs (1099-R)",STRING,,N,
Federal,s14,c837,Apartment number,"Pensions, IRAs (1099-R)",STRING,10,N,maxLength=10
Federal,s14,c838,Region / Postal Code / Country,"Pensions, IRAs (1099-R)",STRING,20,N,maxLength=20
Federal,s14,c839,Region / Postal Code / Country,"Pensions, IRAs (1099-R)",STRING,15,N,maxLength=15
Federal,s14,c840,Region / Postal Code / Country,"Pensions, IRAs (1099-R)",STRING,20,N,maxLength=20
Federal,s14,c841,Region / Postal Code / Country,"Pensions, IRAs (1099-R)",STRING,20,N,maxLength=20
Federal,s14,c842,Region / Postal Code / Country,"Pensions, IRAs (1099-R)",STRING,15,N,maxLength=15
Federal,s14,c843,Region / Postal Code / Country,"Pensions, IRAs (1099-R)",STRING,20,N,maxLength=20
Federal,s14,c846,Virginia account number,"Pensions, IRAs (1099-R)",STRING,15,N,maxLength=15
Federal,s14,c847,State identification number,"Pensions, IRAs (1099-R)",STRING,7,N,maxLength=7
Federal,s14,c848,Qualifying military pension,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c849,"Fire, Law Enforcement, Retired correctional officer, Emergency responder pension","Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c850,State(s) (Click on arrow to select from list),"Pensions, IRAs (1099-R)",STRING,7,N,maxLength=7
Federal,s14,c851,Foreign employer's tax identification number,"Pensions, IRAs (1099-R)",STRING,16,N,maxLength=16
Federal,s14,c852,Exclude this activity from Pennsylvania Form PA-40,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c853,Pick-up contributions from 1099-R (502 filers only),"Pensions, IRAs (1099-R)",NUMBER,,Y,formattedNumber; min=1; max=999999999; src:STRING; tsj:maxLength=1; source:maxLength=1
Federal,s14,c854,FATCA filing requirement,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c855,Exclude from New York Pension and Annuity Exclusion,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c856,Include in New York Pension and Annuity Exclusion (For payees under age 59 1/2),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c857,PA Adjusted Basis,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c858,Exclude pension or annuity from pension exclusion (do not check box if distribution code D entered),"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c859,Qualifying military retirement income,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c860,Forest/Park/Wildlife ranger pension,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c861,Qualifies for military retirement exclusion,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c862,Qualifies for Rhode Island military pension exclusion,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=1; max=1
Federal,s14,c863,Military retirement,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c865,Qualifies for military retirement exclusion,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c900,NE military retirement income exclusion,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=1
Federal,s14,c902,"Distribution amount ($5,000 max per child)","Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s14,c903,Amount repaid in 2025,"Pensions, IRAs (1099-R)",NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
